source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
HP,HP:0012841,Retinal vascular tortuosity,0.009628231380981978,True,The presence of an increased number of twists and turns of the retinal blood vessels.,19,100,7,4007,0.07,0.3684210526315789,query_1,['HP:0008046']
REAC,REAC:R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,0.014511738828609498,True,SARS-CoV-2 modulates host translation machinery,20,100,7,4007,0.07,0.35,query_1,['REAC:R-HSA-9705683']
HP,HP:0000185,Cleft soft palate,0.014511738828609498,True,"Cleft of the soft palate (also known as the velum, or muscular palate) as a result of a developmental defect occurring between the 7th and 12th week of pregnancy. Cleft soft palate can cause functional abnormalities of the Eustachian tube with resulting middle ear anomalies and hearing difficulties, as well as speech problems associated with hypernasal speech due to velopharyngeal insufficiency.",20,100,7,4007,0.07,0.35,query_1,"['HP:0000175', 'HP:0100736']"
HP,HP:0000603,Central scotoma,0.014511738828609498,True,An area of depressed vision located at the point of fixation and that interferes with central vision.,20,100,7,4007,0.07,0.35,query_1,['HP:0000575']
HP,HP:0000912,Sprengel anomaly,0.014511738828609498,True,"A congenital skeletal deformity characterized by the elevation of one scapula (thus, one scapula is located superior to the other).",20,100,7,4007,0.07,0.35,query_1,['HP:0000782']
REAC,REAC:R-HSA-5683826,Surfactant metabolism,0.0154888997120004,True,Surfactant metabolism,13,100,6,4007,0.06,0.46153846153846156,query_1,['REAC:R-HSA-392499']
HP,HP:0040273,Adenocarcinoma of the intestines,0.0154888997120004,True,A malignant epithelial tumor with a glandular organization that originates in the intestines.,13,100,6,4007,0.06,0.46153846153846156,query_1,['HP:0002672']
HP,HP:0001227,Abnormality of the thenar eminence,0.0154888997120004,True,"An abnormality of the thenar eminence, i.e., of the muscle on the palm of the human hand just beneath the thumb.",13,100,6,4007,0.06,0.46153846153846156,query_1,['HP:0001421']
HP,HP:0001895,Normochromic anemia,0.0154888997120004,True,Normochromic anemia,13,100,6,4007,0.06,0.46153846153846156,query_1,['HP:0010972']
HP,HP:0001896,Reticulocytopenia,0.0154888997120004,True,A reduced number of reticulocytes in the peripheral blood.,13,100,6,4007,0.06,0.46153846153846156,query_1,['HP:0004312']
HP,HP:0003648,Lacticaciduria,0.0154888997120004,True,An increased concentration of lactic acid in the urine.,13,100,6,4007,0.06,0.46153846153846156,query_1,['HP:0012072']
REAC,REAC:R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",0.021325446951817546,True,"Formation of the ternary complex, and subsequently, the 43S complex",21,100,7,4007,0.07,0.3333333333333333,query_1,['REAC:R-HSA-72737']
HP,HP:0000114,Proximal tubulopathy,0.021325446951817546,True,"Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle.",21,100,7,4007,0.07,0.3333333333333333,query_1,['HP:0000124']
HP,HP:0007067,Distal peripheral sensory neuropathy,0.023122122407002243,True,Peripheral sensory neuropathy affecting primarily distal sensation.,8,100,5,4007,0.05,0.625,query_1,['HP:0000763']
HP,HP:0012766,Widened cerebral subarachnoid space,0.023122122407002243,True,An increase in size of the anatomic space between the arachnoid membrane and pia mater in the region surrounding the cerebrum.,8,100,5,4007,0.05,0.625,query_1,['HP:0012704']
HP,HP:0033109,Abnormal circulating non-proteinogenic amino acid concentration,0.026560553720802422,True,Any deviation from the normal concentration in the blood circulation of an alpha-amino acid which is not a member of the group of 23 proteinogenic amino acids.,14,100,6,4007,0.06,0.42857142857142855,query_1,['HP:0003112']
HP,HP:0030830,Crackles,0.026560553720802422,True,"Crackles are discontinuous, explosive, and nonmusical adventitious lung sounds normally heard in inspiration and sometimes during expiration. Crackles are usually classified as fine and coarse crackles based on their duration, loudness, pitch, timing in the respiratory cycle, and relationship to coughing and changing body position.",14,100,6,4007,0.06,0.42857142857142855,query_1,['HP:0030829']
HP,HP:0002669,Osteosarcoma,0.026560553720802422,True,"A malignant bone tumor that usually develops during adolescence and usually affects the long bones including the tibia, femur, and humerus. The typical symptoms of osteosarcoma comprise bone pain, fracture, limitation of motion, and tenderness or swelling at the site of the tumor.",14,100,6,4007,0.06,0.42857142857142855,query_1,"['HP:0010622', 'HP:0100242']"
HP,HP:0002483,Bulbar signs,0.026560553720802422,True,Bulbar signs,14,100,6,4007,0.06,0.42857142857142855,query_1,['HP:0012638']
HP,HP:0004303,Abnormal muscle fiber morphology,0.02706646694757361,True,"Any abnormality of the skeletal muscle cell. Muscle fibers are subdivided into two types. Type I fibers are fatigue-resistant and rich in oxidative enzymes (they stain light with the myosin ATPase reaction), and type II fibers are fast-contracting, fatigue-prone, and rich in glycolytic enzymes (these fibers stain darkly). Normal muscle tissue has a random distribution of type I and type II fibers.",67,100,11,4007,0.11,0.16417910447761194,query_1,['HP:0011805']
GO:MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,0.027887870979706537,True,"""Primary active transport of a solute across a membrane, driven by exothermic flow of electrons from a reduced substrate to an oxidized substrate. Primary active transport is catalysis of the transport of a solute across a membrane, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is driven by a primary energy source."" [GOC:mtg_transport, ISBN:0815340729, TC:3.D.-.-.-]",31,100,8,4007,0.08,0.25806451612903225,query_1,['GO:0015399']
HP,HP:0009944,Partial duplication of thumb phalanx,0.04337768664020219,True,"A partial duplication, depending on severity leading to a broad or bifid appearance, affecting one or more of the phalanges of the thumb. As opposed to a complete duplication there is still a variable degree of fusion between the duplicated bones.",15,100,6,4007,0.06,0.4,query_1,"['HP:0009942', 'HP:0009999']"
HP,HP:0002883,Hyperventilation,0.04337768664020219,True,"Hyperventilation refers to an increased pulmonary ventilation rate that is faster than necessary for the exchange of gases. Hyperventilation can result from increased frequency of breathing, an increased tidal volume, or both, and leads to an excess intake of oxygen and the blowing off of carbon dioxide.",15,100,6,4007,0.06,0.4,query_1,['HP:0002793']
HP,HP:0009999,Partial duplication of the phalanx of hand,0.04337768664020219,True,"A partial duplication, depending on severity leading to a broad or bifid appearance, affecting one or more of the phalanges of the hand. As opposed to a complete duplication there is still a variable degree of fusion between the duplicated bones.",15,100,6,4007,0.06,0.4,query_1,['HP:0009997']
HP,HP:0025179,Ground-glass opacification,0.04337768664020219,True,"On chest radiographs, ground-glass opacity appears as an area of hazy increased lung opacity, usually extensive, within which margins of pulmonary vessels may be indistinct. On CT scans, it appears as hazy increased opacity of lung, with preservation of bronchial and vascular margins. It is caused by partial filling of airspaces, interstitial thickening (due to fluid, cells, and/or fibrosis), partial collapse of alveoli, increased capillary blood volume, or a combination of these, the common factor being the partial displacement of air. Ground-glass opacity is less opaque than consolidation, in which bronchovascular margins are obscured.",15,100,6,4007,0.06,0.4,query_1,['HP:0031457']
HP,HP:0033578,Pre-capillary pulmonary hypertension,0.04492426463506083,True,Pre-capillary pulmonary hypertension is a haemodynamic condition characterized by elevated mean pulmonary artery pressure (mPAP over 20 mmHg) and pulmonary vascular resistance (PVR 3 Wood units or more) accompanied by normal pulmonary artery wedge pressure (PAWP not more than 15 mmHg).,44,100,9,4007,0.09,0.20454545454545456,query_1,['HP:0004890']
HP,HP:0002092,Pulmonary arterial hypertension,0.04492426463506083,True,Pulmonary hypertension is defined mean pulmonary artery pressure of 25mmHg or more and pulmonary capillary wedge pressure of 15mmHg or less when measured by right heart catheterisation at rest and in a supine position.,44,100,9,4007,0.09,0.20454545454545456,query_1,['HP:0033578']
GO:CC,GO:0015935,small ribosomal subunit,0.04709801116953057,True,"""The smaller of the two subunits of a ribosome."" [GOC:mah]",33,100,8,4007,0.08,0.24242424242424243,query_1,['GO:0044391']
