Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN,0.37315615786937395,1.2344180906300195,0.097,0.36101817676207776,1.0,18/49,21.70%,TMSB4X;MARCKSL1;SPTSSA;FABP5;CD24;PEBP1;CADM1;MTUS1;ATP5MC1;NDUFA2;DNPH1;STMN1;MARCKS;NDUFB1;DHFR;MYOF;S100A4;COX17
prerank,GNATENKO_PLATELET_SIGNATURE,0.4304443792654554,1.234361494311315,0.15971515768056968,0.36070641827980626,1.0,9/16,40.08%,GPX1;TMSB4X;DYNLL1;FTH1;CLU;HBB;H2AC6;PGRMC1;ACTB
prerank,SASSON_RESPONSE_TO_GONADOTROPHINS_UP,0.3895663129135172,1.2339738201297603,0.12412412412412413,0.3613749157089674,1.0,25/33,50.42%,CD55;PSMC3;RAB4A;TNFAIP3;BAG1;ACTR2;PRKAR1A;RHOB;SGK1;PTP4A1;PTPRF;RAB14;PGK1;FKBP5;PSMD1;ARHGEF5;PGRMC1;STIP1;ATP2B1;ACTB;CDC42EP4;RAB5A;PLIN3;GDI2;MAP1LC3B2
prerank,WP_NEUROGENESIS_REGULATION_IN_THE_OLFACTORY_EPITHELIUM,0.4284613865978095,1.2339454489957575,0.1723076923076923,0.3610052103635787,1.0,7/17,22.88%,ID1;HES1;ERBB4;SOX2;MAP1B;TCF4;ID2
prerank,FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN,0.3326984375142065,1.2337392733237837,0.008,0.36112113252731415,1.0,114/230,39.60%,CALM1;TSC22D1;AZGP1;CYCS;DSP;HSPD1;COX7B;GOLGA4;ATP5PF;MT1X;GSTA1;SPTSSA;ATP5PO;EPCAM;RBPMS;GSTA2;ATP5F1A;IGFBP2;ANK3;DEFB1;TXN;AKR1C3;ERBB4;HSPE1;PEBP1;GTF2I;APLP2;SCAF11;AUTS2;PARD3;OAT;BBX;SERBP1;CLINT1;ALDH3A2;DST;SOD1;TOB1;CRYM;AQP3;EPS8;GPC5;SLC25A4;LRPAP1;PGRMC2;IGFBP5;AKR1C1;NDUFS4;TUBB2A;DNPH1;COBLL1;CLDN10;AHCY;MORF4L2;UQCRC1;C11orf58;FUCA1;C1QBP;HIPK1;AKR1A1;PTPRD;HDGF;COPS2;NDUFB5;PRPF40A;PRNP;MT1E;PRKAR1A;WWTR1;ABCC4;NR3C2;SHANK2;VEGFA;AQP1;MRPS18B;DDOST;EIF3I;SORD;ITGA6;MIA2;FAM3C;TOMM20;EIF1AX;SMG1;SNRPD3;KIF3A;ZNF148;PGK1;NDUFA5;ATP2A2;ADD3;ACAT1;SLC3A2;CTSL;MYO6;SLC27A2;ECHS1;CD2AP;PFN2;HSPB1;VTI1B;TRIM2;BLTP1;MT1G;ECI1;PGRMC1;PARG;SEPTIN10;AGAP1;TMED5;RDX;MPC2;GULP1;TRIM44
prerank,KRASNOSELSKAYA_ILF3_TARGETS_UP,0.4366326198566801,1.2333839140158733,0.16581371545547594,0.36171577310981373,1.0,12/16,44.27%,IFITM1;TSPAN8;IFI6;MX1;CFH;XAF1;IL6ST;IFI16;H2AC6;ISG15;EMP1;H1-2
prerank,ZHU_CMV_24_HR_DN,0.39358744770210946,1.2333482202154684,0.1355421686746988,0.3613584044852011,1.0,11/31,15.38%,GPX1;FTL;IGFBP3;ANXA1;PABPC1;TPM4;ACTG1;RAB13;PTPN13;IGFBP5;AKR1C1
prerank,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,0.4299128287777404,1.2326310242509364,0.17930327868852458,0.3629030479140931,1.0,8/16,39.00%,UBB;RAD50;RAD51B;SPIDR;SEM1;RBBP8;RFC1;RPA3
prerank,CHEBOTAEV_GR_TARGETS_DN,0.37979093905252814,1.232337607608779,0.12512512512512514,0.36318469399088754,1.0,14/36,31.05%,IGFBP3;TSC22D1;LRP4;LIMCH1;GSTA1;CFB;SMIM22;SAMD12;IGFBP5;FCGBP;PALLD;NRXN3;ATP8A1;SYNE1
prerank,HATADA_METHYLATED_IN_LUNG_CANCER_UP,0.3720994964654474,1.232140650727733,0.095,0.363275746331771,1.0,31/49,44.30%,DYDC2;NCL;TPPP3;CAVIN1;DLC1;PHF3;CANX;PRXL2A;LXN;CLXN;CNBP;ZNF428;MT1E;SLC22A3;RBBP6;ARRDC3;LRIG1;DAZAP1;HDAC7;ACP1;RETREG1;ATP2A2;BCAS2;SVIL;BOD1;PROM1;ACTB;SPAG6;RIC3;BTG3;ECHDC1
prerank,ONDER_CDH1_TARGETS_1_UP,0.37484136099215504,1.2321110244998885,0.109,0.36290439784548095,1.0,12/39,15.65%,ATF3;FTL;CD55;TP53TG1;TXNIP;CALML4;IGFBP2;AKR1C3;NUPR1;MAGED2;AKR1C1;GDF15
prerank,REACTOME_AURKA_ACTIVATION_BY_TPX2,0.405217891331296,1.2314676819588948,0.14271356783919598,0.3641545590600902,1.0,16/25,44.20%,HSP90AA1;AKAP9;DYNLL1;CETN2;TUBA1A;TUBB4B;CEP290;MAPRE1;TUBB;CNTRL;PCM1;DYNC1I2;CEP70;CEP63;DCTN2;DYNC1H1
prerank,FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP,0.3582032064428473,1.2314609625604276,0.083,0.36371038053351684,1.0,27/67,23.82%,RACK1;RPL23;RPS29;PPP1R15A;KLF6;RPLP0;FTH1;ATP5F1A;TXN;PSMA2;OAT;IK;PSMA4;ATP5MC1;ANP32B;HBEGF;AHNAK;UBE2I;EMG1;YWHAZ;HIPK1;CLU;ANAPC13;NDUFB5;STK38;PRKAR1A;RGS2
prerank,ALCALAY_AML_BY_NPM1_LOCALIZATION_DN,0.37997142689052377,1.2314290095391554,0.114,0.3633486458011622,1.0,20/38,38.67%,PMAIP1;IFITM1;IGFBP7;HNRNPD;EPS8;GSN;PIP5K1B;DHFR;RBM3;VEGFA;KYNU;ATP8A1;CENPX;MLLT3;ACAT1;CORO2A;AGTPBP1;RANBP1;PROM1;DUT
prerank,RUTELLA_RESPONSE_TO_HGF_DN,0.3498206607056836,1.2313499012399853,0.04,0.3631340218832308,1.0,62/97,49.85%,RPL28;CD55;CRIP1;MARCKSL1;EGR1;DDIT4;CALML4;PLAC8;GADD45B;ZFP36;APLP2;IGFBP7;SFPQ;CCNL1;HEBP2;HBEGF;DNTTIP2;PLAAT4;SON;SYF2;PHACTR1;ST6GAL1;ATRX;IRAK3;GTF3A;MAFB;MCL1;TTN;RGS2;PID1;IL13RA1;ARGLU1;TLE4;TIA1;NAMPT;CFD;TBCB;CELF2;TSEN34;RAB11FIP1;DUSP6;GRPEL1;HADHA;KLF10;NET1;CDKN1A;FBXL5;CYTH1;HDDC2;NR4A2;RO60;SIGIRR;SMAD3;KIF2A;FCHSD2;SH3BP5;CCDC69;ANP32A;NKTR;IER5;MEF2C;TMX4
prerank,DOANE_BREAST_CANCER_CLASSES_DN,0.43885256910056253,1.2313393244699318,0.1859504132231405,0.3627052795739891,1.0,9/15,35.70%,PMAIP1;ATP11A;SPIDR;LMO4;DEK;WWTR1;WDR33;FOXC1;EHBP1
prerank,JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP,0.41468696777527897,1.2309904783670336,0.15720081135902636,0.36325233212364977,1.0,16/20,49.78%,FTL;KLF6;MARCKSL1;RPLP0;FOS;TPM4;MARCKS;HLA-DRB5;CHST11;LGALS1;HNRNPA1L2;FN1;CCND1;HMGB2;PPFIBP1;CCND2
prerank,VERHAAK_GLIOBLASTOMA_MESENCHYMAL,0.3579892128750387,1.2304412906945557,0.077,0.3644117403092837,1.0,32/70,33.20%,NPC2;CTSC;TIMP1;FHL2;ANXA2;ANXA1;SCPEP1;S100A11;CSTA;CAVIN1;CAST;MSR1;SLC16A3;S100A13;ST14;MYOF;PIGP;TNFAIP3;UAP1;S100A4;MAFB;WWTR1;SWAP70;FNDC3B;KYNU;HEXB;CTSB;RAB11FIP1;SLC11A1;ARPC1B;PTPRC;LGALS1
prerank,SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE,0.3843705939130473,1.2300909712352397,0.113,0.36493663791502207,1.0,20/35,36.68%,ATF3;HSP90B1;ZFP36;PDIA4;LDLR;CANX;NR4A1;FKBP11;DUSP5;TNFAIP3;UAP1;CAV1;CCPG1;VEGFA;NAMPT;TNFRSF12A;ACP1;SLC3A2;B3GNT2;HSPB1
prerank,BRUNO_HEMATOPOIESIS,0.40463847261067515,1.2299620679304153,0.1584258324924319,0.3648380967422493,1.0,11/23,34.38%,CTSC;CD55;ANXA2;BHLHE40;IGFBP7;ZNF106;ENAH;SCD;RNF19A;IFI16;NET1
prerank,REACTOME_L1CAM_INTERACTIONS,0.38262067981276093,1.2299068230741765,0.13013013013013014,0.36454260675316935,1.0,18/33,42.50%,EZR;ANK3;CD24;ACTG1;TUBA4B;TUBA1A;TUBB4B;TUBB2A;ITGA2;TUBA1B;SPTBN1;MSN;NRP2;TUBA1C;RDX;ACTB;NRP1;SHTN1
prerank,YEGNASUBRAMANIAN_PROSTATE_CANCER,0.40114448307417466,1.2295281917635592,0.1419939577039275,0.36516447155423787,1.0,10/25,17.72%,AGR2;AZGP1;SLC39A8;TSPAN8;NEBL;NKX3-1;ALDH3A2;CLDN4;CLDN3;DHFR
prerank,KRIEG_HYPOXIA_VIA_KDM3A,0.392477932393817,1.2293243842198445,0.13827655310621242,0.36526024425797665,1.0,11/28,19.38%,PPP1R15A;PHLDA2;SELENOH;JUNB;CXCL1;LAMB3;TGM2;TM4SF1;GDF15;RBM3;ASPH
prerank,HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP,0.41081477581326437,1.2291394650973224,0.14747474747474748,0.3653224177487129,1.0,12/22,35.55%,GADD45A;S100A2;MARCKSL1;MT1X;TPR;PRSS23;SELENOP;HMGA1;ARPC1B;MT2A;PHLDA1;H2AC6
prerank,WALLACE_PROSTATE_CANCER_RACE_DN,0.38994436204506433,1.2288872854730708,0.12212212212212212,0.3655423960256401,1.0,20/31,47.93%,RPL37A;LIMCH1;ZMYND8;SRD5A3;NQO1;DHFR;RBM3;LGALS8;GTF2F1;GLTP;SCCPDH;EIF1AX;RETREG1;RAB3GAP1;TRIM2;FMO2;TSGA10;PCLO;CBR4;PLOD2
prerank,ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP,0.3579735751937895,1.22856607935299,0.073,0.36600463599160427,1.0,33/67,40.55%,AGR2;KIAA1217;HSPD1;LIMCH1;RBPMS;SEMA3C;CEP126;CXCL1;ADGRF1;RNASE1;DLC1;OAT;LCA5;TANC2;MAST4;NOP10;STEAP4;YTHDC1;MGP;PALLD;PRNP;TTN;BMPR1B;MLLT3;TNIK;CCDC141;OSMR;GABARAPL2;AREG;SSBP2;PRMT2;HSBP1;NCALD
prerank,CHYLA_CBFA2T3_TARGETS_DN,0.36636664083088,1.2282844514799829,0.091,0.36631554858947246,1.0,27/52,40.25%,LTF;LCN2;WFDC21P;GSTP1;SLC39A8;PHLDA2;KLF5;TSPAN8;GOLM1;ABCA3;DYNC2I1;LMNA;NTN4;NQO1;CLDN4;FHIT;PIH1D2;RANBP17;MEGF9;ACP1;S100A8;ISG20;MLF1;AGPAT3;TRIM2;AGAP1;UBAC1
prerank,CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP,0.41519035537757193,1.227725844034025,0.1663265306122449,0.36750107764656664,1.0,12/19,46.17%,GADD45A;TMSB4X;SPTSSA;PLP2;NUPR1;PSMB5;WWTR1;ITGA6;CDKN1A;AREG;CCND1;CAPG
prerank,JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP,0.3545479404368479,1.2273595527998147,0.078,0.36812986813194964,1.0,43/81,38.88%,RPL13A;GADD45A;RPS3;HNRNPU;EGR1;RPL4;DDIT4;EPAS1;DHRS9;FOS;AKR1C2;FOSB;NUPR1;NOP56;MAFF;GDF15;LXN;YTHDC1;CCN1;RBM3;IL18;S100A4;ID2;OCIAD1;ANKRD11;CDK11B;TMEM107;MRPL27;PLIN5;MBD4;PTP4A2;MDM2;FOXC1;NUP50;ARL4A;KLF4;SLC3A2;DENR;CDKN1A;H2AC6;TENT5A;GCLM;RGS12
prerank,LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN,0.3264308459755405,1.2272968822944508,0.005,0.36787529637709954,1.0,192/325,50.35%,RPL13AP5;CP;CXCL8;LYZ;LCN2;TCIM;FTL;WFDC21P;SAA1;LRRK2;SLPI;HOPX;CXCL17;SAA2;TIMP1;KLF6;FHL2;TSHZ2;EGR1;TNFSF10;EPAS1;IL33;DHRS9;FOS;HS3ST1;RARRES1;CAVIN2;CTSS;SERPINB1;CFB;NME5;AFF3;SAA2-SAA4;AKR1C3;TSPAN8;GADD45B;ITGB6;CD74;ARHGAP18;JUNB;CSTA;CAVIN1;ZFP36;SEMA3C;MSR1;FOSB;LPAR6;CXCL1;IGFBP7;SLC16A3;DLC1;NUPR1;NKX3-1;GLIPR2;MTUS1;SELENOP;MAP1B;NR4A1;EPS8;DPYD;STING1;MAFF;HBEGF;DNAJB4;RBMS3;STEAP4;LXN;PTN;PLAAT4;CD36;CCN1;OLR1;A4GALT;DOCK4;NIBAN1;MGP;ASPH;DUSP5;TNFAIP3;IL18;ARL15;CXCL2;CFH;IRF1;DUSP2;CLIC6;APOD;IRAK3;PALLD;ITGA2;EMB;TCF4;CAV1;ZEB2;HLA-DRB5;MT1E;STARD13;PSMB10;ARRDC3;RGS2;RHOB;PRKG1;ICAM1;IL6ST;ALDH1A3;AQP1;PID1;TFPI;GALNT5;KYNU;TLE4;CFD;NBL1;SGK1;CELF2;PTPRE;CCDC80;SLC11A1;SH3BGRL;CHST11;MSN;CCN2;SYNE1;CREB3L1;PTPRC;HHIP;MT2A;IFI16;HBB;C11orf96;S100A8;LGALS1;NRP2;PYCARD;FKBP5;SOCS2;PHLDA1;CTSL;CDKN1A;FAM20A;OSMR;APOC1;MT1G;BASP1;FMO2;CMAHP;GPM6A;KCTD12;ADAMTSL1;GULP1;RGS1;MEIS2;LDB2;FAM81B;NRP1;FN1;IL32;TIMP3;LHFPL6;MARCO;ST3GAL5;IL4R;MCTP1;ODAD2;CPNE8;COL21A1;MGLL;PDK4;ITPR2;TIPARP;C15orf48;SLC4A4;PLAUR;RAB27B;CCDC69;PTPRN2;HSD17B11;CLIC4;PLOD2;C1QB;SNCA;DYNLT3;TYROBP;SPART;CXCL3;COL1A2;MEF2C;CCND2;FBXO32;CCL20;CFI;GALNT18
prerank,WANG_RESPONSE_TO_ANDROGEN_UP,-0.30138017565872016,-1.2271166122763746,0.17647058823529413,0.46513245608950204,0.876,15/15,70.00%,HMGCR;SPCS3;SLC30A7;APPBP2;ATXN3;INSIG1;GNAI3;UBE2J1;TMEM50A;ACSL3;MAP7;DYNLL2;NGLY1;BMPR1B;MTERF4
prerank,RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN,0.34581486679035833,1.2270789494416667,0.04,0.36807947503762056,1.0,57/117,36.00%,RPL28;TSC22D1;CD55;MT1X;EGR1;DDIT4;CALML4;SOD2;PLAC8;ZFP36;APLP2;CXCL1;IGFBP7;IFI6;SFPQ;CCNL1;HEBP2;CPM;ALDH3A2;HBEGF;DNTTIP2;PLAAT4;ADAM28;SON;SYF2;MYOF;PHACTR1;IL18;ST6GAL1;ATRX;IRAK3;GTF3A;MAFB;MCL1;RGS2;PID1;HEXB;ARGLU1;TLE4;NAMPT;CFD;CES1;SGK1;SNTB1;TSEN34;DUSP6;SCCPDH;CNPY2;GRPEL1;MT2A;HADHA;KLF10;ACAT1;CTSL;CD2AP;CPD;FBXL5
prerank,MATSUDA_NATURAL_KILLER_DIFFERENTIATION,0.3383226707699061,1.2269519608954071,0.03,0.367980966485782,1.0,82/142,46.90%,HSP90AA1;NAPSA;NUCB2;AKAP9;LYZ;IFITM1;HOPX;DSP;KLF6;MARCKSL1;ANXA1;MAGI1;CHD4;LDHB;NCL;CALML4;FOS;BHLHE40;SERPINB1;JUN;ID3;AKR1C3;SOX4;TACC2;DAPK2;CADM1;PRSS23;ATP5MC1;DST;EPS8;AHNAK;PRXL2A;STMN1;ATP6AP2;CD36;PTPRD;SH3D19;SCD;TCF4;PPP2R5C;DSG2;LZTFL1;FRMD4B;WWTR1;GPI;TP63;RIBC2;HNRNPAB;UBE3A;SGK1;LYST;IFT46;ZFP91;PTPRF;PSMC4;CISD1;FNBP4;PTPRJ;WWC2;KLF4;SOCS2;RANBP1;RUVBL1;SYNCRIP;PFN2;CPD;GRAMD2B;BUD31;KCTD12;RGS1;ACTB;TWF1;XIAP;WDR54;FZD6;B3GNT5;CYP24A1;PLAUR;MRPL19;MAPK10;NHP2;UPF1
prerank,VANHARANTA_UTERINE_FIBROID_DN,0.3894259302512401,1.226565200267119,0.12864321608040202,0.36863051129059693,1.0,18/31,41.55%,ATF3;EZR;EGR1;DAPK1;IER2;KLF5;GADD45B;MAFF;PLAAT4;TRIB1;TFPI;NAMPT;CITED2;KLF4;ADD3;NR4A2;NDRG1;ABLIM1
prerank,PEDRIOLI_MIR31_TARGETS_UP,0.3812844403479844,1.2264704826879747,0.11311311311311312,0.3684363756652728,1.0,13/39,19.38%,SFTPA2;IGFBP3;KRT17;DDIT4;MUC5AC;CADM1;MPZL2;LMO7;PDE4D;P3H2;PDCD4;KRT7;ASPH
prerank,REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,0.36668025064127496,1.2261517321319781,0.103,0.36890946288356813,1.0,28/52,37.38%,GOLGB1;CTSC;CD55;DYNLL1;ANK3;KDELR1;TUBA4B;TUBA1A;TUBB4B;TUBB2A;TRAPPC2L;KDELR2;LMAN1;MIA3;SEC23IP;SEC13;TUBA1B;SPTBN1;SAR1B;RAB1B;USO1;MIA2;COPB2;DYNC1I2;GOSR1;TUBA1C;COPB1;AREG
prerank,REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,0.4135387742843628,1.2257371325134245,0.17515274949083504,0.3696212225325999,1.0,7/19,18.10%,AKAP9;CALM1;PEBP1;ACTG1;YWHAB;LMNA;VCL
prerank,GAL_LEUKEMIC_STEM_CELL_DN,0.3796688851167134,1.2255499813204584,0.11,0.3697135468618481,1.0,19/38,33.20%,S100P;LYZ;DNAAF1;IGFBP2;CSTA;CXCL1;IGFBP7;NR4A1;GPC5;SAMHD1;NDRG2;DHFR;LARP7;MAFB;RRAD;SLC11A1;SCNN1A;S100A8;LGALS1
prerank,REACTOME_HOMOLOGY_DIRECTED_REPAIR,0.3879134493262063,1.22524381616485,0.15160642570281124,0.37016633548407146,1.0,14/31,41.00%,UBB;RAD50;RAD51B;SPIDR;UBE2I;H4C15;SEM1;PPP4R2;RBBP8;TP53BP1;RFC1;UBE2N;RPA3;UBE2V2
prerank,WP_IL18_SIGNALING,0.36101617853600804,1.225229452621659,0.075,0.3697519637488557,1.0,30/71,25.17%,CXCL8;ATF3;TMSB4X;CYCS;TIMP1;FOS;JUN;PTPRZ1;NDUFC1;TGM2;ARL4D;NFKBIA;NR4A1;EPS8;CLDN1;CLDN4;STMN1;CLDN3;DEK;CD36;TNFAIP3;IL18;CXCL2;HDGF;IRF1;FOXN3;COX17;PWWP3A;VEGFA;ICAM1
prerank,FISCHER_G1_S_CELL_CYCLE,0.37100329417718314,1.2251016553183753,0.111,0.36966206849542577,1.0,22/46,38.50%,TCIM;NCOA7;ANK3;KLF5;FOSB;MNS1;BBX;GLCCI1;SLC38A2;CCN1;ASPH;DNAJC3;GCLC;RBBP8;USP1;ARGLU1;CCN2;TAF15;H2AC6;INSR;SSBP2;ABCA5
prerank,REACTOME_HCMV_EARLY_EVENTS,0.38718242684892024,1.2242612716702073,0.13139418254764293,0.3716584440412549,1.0,17/31,38.95%,DYNLL1;TUBA4B;TPR;TUBA1A;TUBB4B;TUBB2A;H4C15;SEC13;TUBA1B;NCOR1;DYNC1I2;NUP50;RBBP7;RANBP2;TUBA1C;H2AC6;SUZ12
prerank,UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN,0.4110445146350334,1.2224862585226333,0.16330645161290322,0.37637037411070146,1.0,15/22,44.62%,CXCL8;ATF3;EGR1;ZFP36;NR4A1;HBEGF;CCN1;CXCL2;MCL1;RGS2;CITED2;KLF4;NR4A2;NDRG1;PDK4
prerank,TOMLINS_PROSTATE_CANCER_UP,0.42305582345194565,1.222323880943163,0.17315573770491804,0.37639105723703475,1.0,9/18,38.05%,RACK1;RPL31;DAPK1;SOX4;CANX;UAP1;CNPY2;MYO6;PARG
prerank,DEN_INTERACT_WITH_LCA5,0.4385245352666356,1.2222387584316228,0.17507723995880536,0.3761705698645307,1.0,8/15,29.18%,DYNLL1;NCL;YWHAB;LCA5;C1QBP;YWHAZ;USP9X;HSPA5
prerank,REACTOME_MITOTIC_G2_G2_M_PHASES,0.3500252297204571,1.222053300613718,0.066,0.37626610172623165,1.0,51/82,47.25%,HSP90AA1;UBB;AKAP9;DYNLL1;CETN2;HSP90AB1;PSMA2;TUBA4B;PSMA4;TUBA1A;TUBB4B;CEP290;TUBB2A;PSMC3;PPP2R2A;SEM1;PSMB5;PSMB7;PSMB10;PPP2CA;CDK11B;TUBA1B;PSMA7;MAPRE1;PSMD12;TUBB;CNTRL;PCM1;PSMC6;PSMA1;CDK11A;PPP1R12A;DYNC1I2;PSMC4;PSMD6;PHLDA1;TUBA1C;CDKN1A;CCNH;PSMD1;CEP70;CEP63;PSMB4;PSME2;DCTN2;DYNC1H1;PSMC5;MNAT1;WEE1;PSMD7;XPO1
prerank,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12,0.401205984556806,1.2219729468435299,0.14759036144578314,0.3760162324404795,1.0,16/26,39.62%,MDK;SLC39A8;S100A11;ENSA;MAGED2;RBMX;ATP6AP2;AHCY;WDR83OS;MPDU1;ACP1;FDFT1;ARL6IP5;PTGR1;RPA3;GNAI2
prerank,DEMAGALHAES_AGING_UP,0.4108999138327031,1.2217590949494537,0.1487437185929648,0.37620661691160306,1.0,11/22,30.70%,LYZ;NPC2;GSTA1;IL33;TXNIP;CTSS;CLU;S100A4;APOD;SGK1;MSN
prerank,RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN,0.3361778541356276,1.2212386740589598,0.017,0.37724118475267404,1.0,120/185,53.52%,UBB;SYNE2;CALM1;SNHG5;AKAP13;TFF3;AZGP1;KIAA1217;GSTP1;MARCKSL1;COX7B;EGR1;MAGI1;HSP90B1;FOS;ID1;RBPMS;ZFP36L2;CTSS;HES1;FTX;HIGD1A;TACC2;PEBP1;NEBL;IGFBP7;FAM162A;GLIPR2;RRBP1;MPZL2;MTUS1;AKAP12;ALDH3A2;RALGAPA2;GLCCI1;TOB1;IFTAP;AQP3;SLC25A4;GSN;RBMS3;FKBP11;TRIB1;CAMK1D;TMF1;PTPRD;CFH;BORCS7;GLIS3;MIA3;TCF4;USP54;METAP2;RILPL2;STARD13;LZTFL1;PRKAR1A;FRMD4B;PRKG1;SHANK2;MAGI2;SPTBN1;LRIG1;COX20;SORD;DMBT1;SGK1;CTSB;CCDC80;PTPRG;SH3BGRL;HNRNPDL;EIF1AX;SMCO4;SAP30BP;MLLT3;LRIG3;ZFHX3;NDUFA5;FKBP5;ARSD;FIP1L1;AKAP1;AGPAT3;SDF2L1;SSBP2;GPM6A;ABCA5;KCTD12;KIF9;NR4A2;ENY2;TIMP3;LHFPL6;SNRPA1;ST3GAL5;ZFYVE21;ZC3H6;CBR4;SLC4A4;SNRPN;TMEM67;B9D1;SASH1;SMIM19;NKTR;RMDN1;MEF2C;CYLD;ACAA1;GALNT18;HOOK3;MPC1;FBXO21;FAM13A;ARHGAP42;SLC44A1;ZC2HC1A;FNBP1;UST
prerank,GU_PDEF_TARGETS_DN,0.43528796455798696,1.2208322244960301,0.20307692307692307,0.3779545008547197,1.0,8/15,30.95%,KRT19;EIF3C;ITGB6;KRT7;KRT6A;PIK3R3;EIF1AX;FOXC1
prerank,DAUER_STAT3_TARGETS_UP,0.3986115137594741,1.220726368926944,0.13755020080321284,0.3778055368774616,1.0,11/26,28.10%,SERPINB3;ATF3;SOD2;JUN;ZFP36;LDLR;AKAP12;TRIB1;DUSP5;ICAM1;CTSB
prerank,RODWELL_AGING_KIDNEY_NO_BLOOD_UP,0.35043770510670125,1.2205435405701734,0.058,0.37786613446716527,1.0,29/82,20.95%,TSPAN1;LTF;ANXA2P3;ERICH3;RPL12;WFDC2;CXCL6;TIMP1;ANXA2;ANXA1;PIGR;RPS10;RARRES1;ZFAS1;CFB;ITGB6;GABRP;CAVIN1;MSR1;PDIA4;TNC;CLDN1;RBMS3;CLDN3;PLK2;MYOF;TMPRSS4;CXCL2;IFI27L2
prerank,GOLDRATH_ANTIGEN_RESPONSE,0.3442418666826243,1.219332925847079,0.05,0.38086623694987204,1.0,64/101,48.95%,NAPSA;GAPDH;IFITM3;SLPI;HOPX;FHL2;ANXA2;ANXA1;SCPEP1;CD24;BHLHE40;PLCG2;S100A11;TPM4;TXN;ERRFI1;NUDT4;GADD45B;CD74;PLP2;LMNA;S100A13;KRTCAP2;AHNAK;STMN1;LXN;S100A10;DHFR;VCL;RBM3;H2AZ1;BAG3;HLA-DRB5;ID2;EFHD2;SIVA1;GSTO1;CITED2;SH3BGRL;RAN;EIF1AX;CISD1;MT2A;HBB;LGALS1;TRIP13;SOCS2;EEA1;SDHD;RPA3;PLEKHB2;NRP1;NPTN;EMP1;H1-2;C6orf89;CAPG;WEE1;CLIC4;SLC31A1;TAF9;ITGB1;TYROBP;HMGB2
prerank,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.37868335800038844,1.2186432328609593,0.14128256513026052,0.3824018087033724,1.0,21/35,40.30%,UBB;PABPC1;PSMA2;HNRNPD;PSMA4;PSMC3;SEM1;PSMB5;PSMB7;PSMB10;PSMA7;PSMD12;PSMC6;PSMA1;PSMC4;PSMD6;EIF4G1;HSPB1;PSMD1;PSMB4;PSME2
prerank,MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER,0.43404146678140026,1.2185827469999706,0.1868583162217659,0.38210528917837655,1.0,7/15,22.48%,CFTR;RPL23;DSP;PARD3;CCN1;LSM8;CAV1
prerank,BROWNE_INTERFERON_RESPONSIVE_GENES,0.4047008021992666,1.2185210512524216,0.17087967644084934,0.38182375651150935,1.0,13/22,37.88%,TNFSF10;IFI6;SAMHD1;PLAAT4;MX1;XAF1;BST2;GBP1;BAZ1A;ISG20;CYTH1;TRIM14;ISG15
prerank,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.40518695362161694,1.2184919870621138,0.17258883248730963,0.38098854086340117,1.0,14/20,50.00%,DSP;ITGB6;ACTG1;LMNA;ITGA2;DSG2;ITGA6;DMD;ATP2A2;ACTN1;ACTB;SLC8A1;ITGB1;ITGB8
prerank,WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,0.40518695362161694,1.2184919870621138,0.17258883248730963,0.38098854086340117,1.0,14/20,50.00%,DSP;ITGB6;ACTG1;LMNA;ITGA2;DSG2;ITGA6;DMD;ATP2A2;ACTN1;ACTB;SLC8A1;ITGB1;ITGB8
prerank,MORI_PLASMA_CELL_UP,0.410753167305191,1.2177514710100543,0.16495901639344263,0.38273174375831126,1.0,9/20,31.15%,NANS;SEC11C;RRBP1;CCDC47;LMAN1;DDOST;CTSB;SGPP2;OSTC
