Gene Name,Score
{'feature_is_filtered': False, 'original_gene_symbols': 'MT-ND1', 'feature_name': 'MT-ND1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 956, 'n_cells': 19917, 'highly_variable': True, 'means': 2.8550526575147552, 'dispersions': 3.8969724045064207, 'dispersions_norm': 0.14370781183242798},0.0261
{'feature_is_filtered': False, 'original_gene_symbols': 'MT-ND2', 'feature_name': 'MT-ND2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1042, 'n_cells': 20152, 'highly_variable': True, 'means': 2.8609735117606463, 'dispersions': 3.8504754251466307, 'dispersions_norm': 0.09448311477899551},0.0140
{'feature_is_filtered': False, 'original_gene_symbols': 'TPM4', 'feature_name': 'TPM4', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 12375, 'n_cells': 15217, 'highly_variable': True, 'means': 1.3744003692315492, 'dispersions': 2.966022793633592, 'dispersions_norm': 0.7195713520050049},0.0140
{'feature_is_filtered': False, 'original_gene_symbols': 'DYNLT1', 'feature_name': 'DYNLT1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2953, 'n_cells': 15023, 'highly_variable': True, 'means': 1.005410614594414, 'dispersions': 2.152500330480432, 'dispersions_norm': -0.4436688721179962},0.0139
{'feature_is_filtered': False, 'original_gene_symbols': 'GADD45A', 'feature_name': 'GADD45A', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1925, 'n_cells': 9860, 'highly_variable': True, 'means': 1.3702092197112556, 'dispersions': 3.502278415328062, 'dispersions_norm': 1.775259017944336},0.0139
{'feature_is_filtered': False, 'original_gene_symbols': 'KRT19', 'feature_name': 'KRT19', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2336, 'n_cells': 21102, 'highly_variable': True, 'means': 2.2236108097111593, 'dispersions': 3.1563566891897312, 'dispersions_norm': 0.15218918025493622},0.0139
{'feature_is_filtered': False, 'original_gene_symbols': 'COX7B', 'feature_name': 'COX7B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3025, 'n_cells': 16942, 'highly_variable': True, 'means': 1.303595753524772, 'dispersions': 2.560983910692422, 'dispersions_norm': -0.07779941707849503},0.0138
{'feature_is_filtered': False, 'original_gene_symbols': 'S100A11', 'feature_name': 'S100A11', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 649, 'n_cells': 22844, 'highly_variable': True, 'means': 2.176756771590762, 'dispersions': 2.558396128457081, 'dispersions_norm': -0.3853937089443207},0.0137
{'feature_is_filtered': False, 'original_gene_symbols': 'EZR', 'feature_name': 'EZR', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3286, 'n_cells': 21705, 'highly_variable': True, 'means': 1.796667596416324, 'dispersions': 2.7154223478123054, 'dispersions_norm': -0.1903221309185028},0.0137
{'feature_is_filtered': False, 'original_gene_symbols': 'KRT15', 'feature_name': 'KRT15', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5969, 'n_cells': 6288, 'highly_variable': True, 'means': 1.1550996734378602, 'dispersions': 3.2038858825823264, 'dispersions_norm': 1.668661117553711},0.0137
{'feature_is_filtered': False, 'original_gene_symbols': 'WFDC2', 'feature_name': 'WFDC2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1335, 'n_cells': 20873, 'highly_variable': True, 'means': 3.193618286206603, 'dispersions': 5.025651631417238, 'dispersions_norm': 0.49718400835990906},0.0137
{'feature_is_filtered': False, 'original_gene_symbols': 'HSP90B1', 'feature_name': 'HSP90B1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 13092, 'n_cells': 17845, 'highly_variable': True, 'means': 1.3978972517194421, 'dispersions': 2.576729836778363, 'dispersions_norm': -0.046801552176475525},0.0136
{'feature_is_filtered': False, 'original_gene_symbols': 'SCAF11', 'feature_name': 'SCAF11', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 14035, 'n_cells': 15992, 'highly_variable': True, 'means': 1.0219268314875882, 'dispersions': 2.4684046516012406, 'dispersions_norm': 0.19101189076900482},0.0136
{'feature_is_filtered': False, 'original_gene_symbols': 'DAPK1', 'feature_name': 'DAPK1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8908, 'n_cells': 10312, 'highly_variable': True, 'means': 0.9518580872680691, 'dispersions': 2.4695860075830396, 'dispersions_norm': 0.19338534772396088},0.0136
{'feature_is_filtered': False, 'original_gene_symbols': 'TUBB4B', 'feature_name': 'TUBB4B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2037, 'n_cells': 16439, 'highly_variable': True, 'means': 1.4295267106306664, 'dispersions': 2.6792289942612415, 'dispersions_norm': 0.15498113632202148},0.0136
{'feature_is_filtered': False, 'original_gene_symbols': 'F3', 'feature_name': 'F3_ENSG00000117525', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2886, 'n_cells': 16378, 'highly_variable': True, 'means': 1.7509069908617594, 'dispersions': 3.3124657918592555, 'dispersions_norm': 1.0105459690093994},0.0135
{'feature_is_filtered': False, 'original_gene_symbols': 'CXCL2', 'feature_name': 'CXCL2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1398, 'n_cells': 12130, 'highly_variable': True, 'means': 1.6952166425581, 'dispersions': 3.4570242876843595, 'dispersions_norm': 1.301304817199707},0.0135
{'feature_is_filtered': False, 'original_gene_symbols': 'PRPF38B', 'feature_name': 'PRPF38B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6955, 'n_cells': 12162, 'highly_variable': True, 'means': 1.0631895230965653, 'dispersions': 3.0153322076076736, 'dispersions_norm': 1.289839506149292},0.0135
{'feature_is_filtered': False, 'original_gene_symbols': 'NFE2L2', 'feature_name': 'NFE2L2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 14975, 'n_cells': 17961, 'highly_variable': True, 'means': 1.1741862853621359, 'dispersions': 2.2155404862224772, 'dispersions_norm': -0.3170154094696045},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'MT1X', 'feature_name': 'MT1X', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1727, 'n_cells': 10667, 'highly_variable': True, 'means': 1.2903081491177297, 'dispersions': 3.0535513736957234, 'dispersions_norm': 0.8918825387954712},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'AGR3', 'feature_name': 'AGR3', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1153, 'n_cells': 13294, 'highly_variable': True, 'means': 1.3222855961946056, 'dispersions': 2.660438503136352, 'dispersions_norm': 0.11798965185880661},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'PABPC3', 'feature_name': 'PABPC3', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3119, 'n_cells': 4592, 'highly_variable': True, 'means': 0.9024346262569763, 'dispersions': 2.9277380372892865, 'dispersions_norm': 1.5113525390625},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'MT-ND4', 'feature_name': 'MT-ND4', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1378, 'n_cells': 19577, 'highly_variable': True, 'means': 3.126333018940683, 'dispersions': 4.036185919462569, 'dispersions_norm': -0.31159892678260803},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'XBP1', 'feature_name': 'XBP1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3028, 'n_cells': 16514, 'highly_variable': True, 'means': 1.328988149356338, 'dispersions': 2.381161769837406, 'dispersions_norm': -0.43180227279663086},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'ENSG00000238202;CFTR;AC002465.2', 'feature_name': 'CFTR', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 16821, 'n_cells': 18195, 'highly_variable': True, 'means': 1.0761490365866146, 'dispersions': 2.223524696534983, 'dispersions_norm': -0.30097439885139465},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'NHSL2;FLJ44635', 'feature_name': 'NHSL2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 17675, 'n_cells': 5576, 'highly_variable': True, 'means': 0.8653121283524945, 'dispersions': 2.9603229641944195, 'dispersions_norm': 1.5804438591003418},0.0134
{'feature_is_filtered': False, 'original_gene_symbols': 'DST', 'feature_name': 'DST', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 48142, 'n_cells': 11387, 'highly_variable': True, 'means': 1.3215470463247818, 'dispersions': 3.39120906141621, 'dispersions_norm': 1.5566048622131348},0.0133
{'feature_is_filtered': False, 'original_gene_symbols': 'TMC5', 'feature_name': 'TMC5', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6206, 'n_cells': 17481, 'highly_variable': True, 'means': 1.4343695577862443, 'dispersions': 2.570141156862278, 'dispersions_norm': -0.05977220833301544},0.0133
{'feature_is_filtered': False, 'original_gene_symbols': 'HNRNPU;RP11-11N7.5;HNRNPU-AS1', 'feature_name': 'HNRNPU', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 22512, 'n_cells': 18920, 'highly_variable': True, 'means': 1.4501926506459621, 'dispersions': 2.64418176974468, 'dispersions_norm': 0.0859861969947815},0.0133
{'feature_is_filtered': False, 'original_gene_symbols': 'PTPN13', 'feature_name': 'PTPN13', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 9496, 'n_cells': 13346, 'highly_variable': True, 'means': 1.1518397223431416, 'dispersions': 2.433791408064979, 'dispersions_norm': 0.12147071957588196},0.0133
{'feature_is_filtered': False, 'original_gene_symbols': 'ERRFI1', 'feature_name': 'ERRFI1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4179, 'n_cells': 12572, 'highly_variable': True, 'means': 1.115121504889622, 'dispersions': 2.7522652401246837, 'dispersions_norm': 0.7613138556480408},0.0133
{'feature_is_filtered': False, 'original_gene_symbols': 'LRRIQ1', 'feature_name': 'LRRIQ1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8793, 'n_cells': 5552, 'highly_variable': True, 'means': 0.92765248119684, 'dispersions': 3.1632659480707823, 'dispersions_norm': 2.0107531547546387},0.0132
{'feature_is_filtered': False, 'original_gene_symbols': 'PDIA3P1;RP11-337C18.8;AC242426.3', 'feature_name': 'PDIA3P1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3328, 'n_cells': 7123, 'highly_variable': True, 'means': 1.3905178825500677, 'dispersions': 3.2559343871307362, 'dispersions_norm': 1.290299415588379},0.0132
{'feature_is_filtered': False, 'original_gene_symbols': 'TMSB4X', 'feature_name': 'TMSB4X', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1703, 'n_cells': 24901, 'highly_variable': True, 'means': 2.663619604538034, 'dispersions': 3.246540242589802, 'dispersions_norm': 0.49511754512786865},0.0132
{'feature_is_filtered': False, 'original_gene_symbols': 'PPP1R15A', 'feature_name': 'PPP1R15A', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3433, 'n_cells': 16291, 'highly_variable': True, 'means': 1.7046222803170652, 'dispersions': 3.386578261551998, 'dispersions_norm': 1.1596126556396484},0.0132
{'feature_is_filtered': False, 'original_gene_symbols': 'CPM', 'feature_name': 'CPM', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7535, 'n_cells': 10737, 'highly_variable': True, 'means': 1.2191198680882942, 'dispersions': 2.7956802831535095, 'dispersions_norm': 0.8485386967658997},0.0132
{'feature_is_filtered': False, 'original_gene_symbols': 'MIF', 'feature_name': 'MIF', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 730, 'n_cells': 11576, 'highly_variable': True, 'means': 1.0578820582309199, 'dispersions': 2.426180919524955, 'dispersions_norm': 0.10618054866790771},0.0132
{'feature_is_filtered': False, 'original_gene_symbols': 'STEAP4', 'feature_name': 'STEAP4', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 11248, 'n_cells': 10273, 'highly_variable': True, 'means': 0.8385774630201636, 'dispersions': 2.369121949327918, 'dispersions_norm': 0.32689324021339417},0.0132
{'feature_is_filtered': False, 'original_gene_symbols': 'MUC1', 'feature_name': 'MUC1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2401, 'n_cells': 9760, 'highly_variable': True, 'means': 0.9380016439389394, 'dispersions': 2.529857991639423, 'dispersions_norm': 0.667709231376648},0.0131
{'feature_is_filtered': False, 'original_gene_symbols': 'APLP2', 'feature_name': 'APLP2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7463, 'n_cells': 20197, 'highly_variable': True, 'means': 1.3942625385360097, 'dispersions': 2.442365771858965, 'dispersions_norm': -0.3113143742084503},0.0131
{'feature_is_filtered': False, 'original_gene_symbols': 'MSMB', 'feature_name': 'MSMB', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 926, 'n_cells': 7299, 'highly_variable': True, 'means': 2.983762497344746, 'dispersions': 5.81254311100436, 'dispersions_norm': 2.171654462814331},0.0131
{'feature_is_filtered': False, 'original_gene_symbols': 'PTPRG', 'feature_name': 'PTPRG', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 14625, 'n_cells': 10401, 'highly_variable': True, 'means': 1.1781144179795384, 'dispersions': 2.875268071938301, 'dispersions_norm': 1.0084378719329834},0.0130
{'feature_is_filtered': False, 'original_gene_symbols': 'RPS15A', 'feature_name': 'RPS15A', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6679, 'n_cells': 22482, 'highly_variable': True, 'means': 2.515494150991095, 'dispersions': 2.842504498303716, 'dispersions_norm': -0.3376760184764862},0.0130
{'feature_is_filtered': False, 'original_gene_symbols': 'ADK', 'feature_name': 'ADK', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4658, 'n_cells': 14503, 'highly_variable': True, 'means': 1.214037178020531, 'dispersions': 2.3254172049127617, 'dispersions_norm': -0.09626299887895584},0.0130
{'feature_is_filtered': False, 'original_gene_symbols': 'IQGAP1', 'feature_name': 'IQGAP1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 11507, 'n_cells': 17193, 'highly_variable': True, 'means': 1.1081042005349988, 'dispersions': 2.2927356038084925, 'dispersions_norm': -0.1619233340024948},0.0130
{'feature_is_filtered': False, 'original_gene_symbols': 'TACC2', 'feature_name': 'TACC2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 18855, 'n_cells': 13289, 'highly_variable': True, 'means': 0.9181707633576014, 'dispersions': 2.3447790822629857, 'dispersions_norm': 0.2752779424190521},0.0130
{'feature_is_filtered': False, 'original_gene_symbols': 'PID1', 'feature_name': 'PID1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3367, 'n_cells': 8759, 'highly_variable': True, 'means': 0.8270992480347994, 'dispersions': 2.335369544122653, 'dispersions_norm': 0.2553264796733856},0.0130
{'feature_is_filtered': False, 'original_gene_symbols': 'GTF2I', 'feature_name': 'GTF2I', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 11303, 'n_cells': 17355, 'highly_variable': True, 'means': 1.1128798532499418, 'dispersions': 2.2510484242211675, 'dispersions_norm': -0.24567671120166779},0.0130
{'feature_is_filtered': False, 'original_gene_symbols': 'HNRNPDL', 'feature_name': 'HNRNPDL', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5529, 'n_cells': 18685, 'highly_variable': True, 'means': 1.2281822628629337, 'dispersions': 2.2176926290929577, 'dispersions_norm': -0.3126915693283081},0.0129
{'feature_is_filtered': False, 'original_gene_symbols': 'SECISBP2L', 'feature_name': 'SECISBP2L', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8583, 'n_cells': 13897, 'highly_variable': True, 'means': 0.9886561159251106, 'dispersions': 2.229454028621162, 'dispersions_norm': -0.2890618145465851},0.0128
{'feature_is_filtered': False, 'original_gene_symbols': 'PRRC2C', 'feature_name': 'PRRC2C', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 14189, 'n_cells': 18375, 'highly_variable': True, 'means': 1.363949528821223, 'dispersions': 2.786710111300165, 'dispersions_norm': 0.36657145619392395},0.0128
{'feature_is_filtered': False, 'original_gene_symbols': 'KIF5B', 'feature_name': 'KIF5B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5866, 'n_cells': 15897, 'highly_variable': True, 'means': 1.084815766481283, 'dispersions': 2.486257186985862, 'dispersions_norm': 0.22687928378582},0.0128
{'feature_is_filtered': False, 'original_gene_symbols': 'SET', 'feature_name': 'SET', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5940, 'n_cells': 13985, 'highly_variable': True, 'means': 0.9525736570864147, 'dispersions': 2.275093998755401, 'dispersions_norm': -0.19736693799495697},0.0127
{'feature_is_filtered': False, 'original_gene_symbols': 'LUC7L3', 'feature_name': 'LUC7L3', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8136, 'n_cells': 17444, 'highly_variable': True, 'means': 1.1428292480028703, 'dispersions': 2.3814362809644916, 'dispersions_norm': 0.016284462064504623},0.0125
{'feature_is_filtered': False, 'original_gene_symbols': 'TXN', 'feature_name': 'TXN', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1010, 'n_cells': 18589, 'highly_variable': True, 'means': 1.6644561139936154, 'dispersions': 2.6263659868010545, 'dispersions_norm': -0.369446337223053},0.0125
{'feature_is_filtered': False, 'original_gene_symbols': 'ATRX', 'feature_name': 'ATRX', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 22740, 'n_cells': 17193, 'highly_variable': True, 'means': 1.149771505494648, 'dispersions': 2.4890970323863737, 'dispersions_norm': 0.23258478939533234},0.0125
{'feature_is_filtered': False, 'original_gene_symbols': 'S100A10', 'feature_name': 'S100A10', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1012, 'n_cells': 16763, 'highly_variable': True, 'means': 1.4238150507395801, 'dispersions': 2.374818125848805, 'dispersions_norm': -0.44429054856300354},0.0125
{'feature_is_filtered': False, 'original_gene_symbols': 'HSPD1', 'feature_name': 'HSPD1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7629, 'n_cells': 15956, 'highly_variable': True, 'means': 1.3435496478923288, 'dispersions': 2.8506380364323447, 'dispersions_norm': 0.4924217462539673},0.0124
{'feature_is_filtered': False, 'original_gene_symbols': 'CBX3', 'feature_name': 'CBX3', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4840, 'n_cells': 13292, 'highly_variable': True, 'means': 1.0437943118900268, 'dispersions': 2.7395624460837786, 'dispersions_norm': 0.7357928156852722},0.0124
{'feature_is_filtered': False, 'original_gene_symbols': 'UBL5', 'feature_name': 'UBL5', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1931, 'n_cells': 17004, 'highly_variable': True, 'means': 1.215658093834216, 'dispersions': 2.228314042565092, 'dispersions_norm': -0.29135215282440186},0.0124
{'feature_is_filtered': False, 'original_gene_symbols': 'FNDC3B', 'feature_name': 'FNDC3B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 13324, 'n_cells': 14300, 'highly_variable': True, 'means': 1.123550283365241, 'dispersions': 2.246479901801153, 'dispersions_norm': -0.25485527515411377},0.0124
{'feature_is_filtered': False, 'original_gene_symbols': 'WWOX', 'feature_name': 'WWOX', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 17115, 'n_cells': 10344, 'highly_variable': True, 'means': 1.011308102826491, 'dispersions': 2.399070530245303, 'dispersions_norm': 0.05171328783035278},0.0123
{'feature_is_filtered': False, 'original_gene_symbols': 'HES1', 'feature_name': 'HES1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2059, 'n_cells': 12302, 'highly_variable': True, 'means': 1.2895858148410153, 'dispersions': 3.0975187745479347, 'dispersions_norm': 0.9784380197525024},0.0123
{'feature_is_filtered': False, 'original_gene_symbols': 'ANKRD12', 'feature_name': 'ANKRD12', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 12248, 'n_cells': 16316, 'highly_variable': True, 'means': 1.0638098635804678, 'dispersions': 2.4030638467443124, 'dispersions_norm': 0.0597362257540226},0.0123
{'feature_is_filtered': False, 'original_gene_symbols': 'CD74', 'feature_name': 'CD74', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4526, 'n_cells': 22516, 'highly_variable': True, 'means': 2.2344149089573917, 'dispersions': 2.8571775899177165, 'dispersions_norm': -0.26096299290657043},0.0122
{'feature_is_filtered': False, 'original_gene_symbols': 'PDIA3', 'feature_name': 'PDIA3', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 11774, 'n_cells': 16892, 'highly_variable': True, 'means': 1.2433359239036776, 'dispersions': 2.5556434220711783, 'dispersions_norm': 0.36628258228302},0.0122
{'feature_is_filtered': False, 'original_gene_symbols': 'CETN2', 'feature_name': 'CETN2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1887, 'n_cells': 8178, 'highly_variable': True, 'means': 1.108008016174882, 'dispersions': 2.9004937089131153, 'dispersions_norm': 1.0591185092926025},0.0122
{'feature_is_filtered': False, 'original_gene_symbols': 'ACTB', 'feature_name': 'ACTB', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4405, 'n_cells': 24168, 'highly_variable': True, 'means': 2.145493785787076, 'dispersions': 2.583584438138268, 'dispersions_norm': -0.3441925644874573},0.0121
{'feature_is_filtered': False, 'original_gene_symbols': 'KMT2E;RP11-325F22.2;AC007384.1;ENSG00000237513', 'feature_name': 'KMT2E', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 13704, 'n_cells': 17437, 'highly_variable': True, 'means': 1.0921188533740873, 'dispersions': 2.3296456669660417, 'dispersions_norm': -0.08776763081550598},0.0121
{'feature_is_filtered': False, 'original_gene_symbols': 'FAM107B', 'feature_name': 'FAM107B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7019, 'n_cells': 13004, 'highly_variable': True, 'means': 0.8244187047216758, 'dispersions': 2.3098017613412893, 'dispersions_norm': 0.20111392438411713},0.0120
{'feature_is_filtered': False, 'original_gene_symbols': 'SOD1', 'feature_name': 'SOD1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1975, 'n_cells': 16596, 'highly_variable': True, 'means': 1.203727504568795, 'dispersions': 2.162938636895545, 'dispersions_norm': -0.42269736528396606},0.0120
{'feature_is_filtered': False, 'original_gene_symbols': 'ARPC2', 'feature_name': 'ARPC2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6515, 'n_cells': 18596, 'highly_variable': True, 'means': 1.2957186258161821, 'dispersions': 2.3847257944252807, 'dispersions_norm': -0.4247860312461853},0.0120
{'feature_is_filtered': False, 'original_gene_symbols': 'RAB13', 'feature_name': 'RAB13', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2751, 'n_cells': 13329, 'highly_variable': True, 'means': 1.169736136930435, 'dispersions': 2.9955148430622254, 'dispersions_norm': 1.250024676322937},0.0120
{'feature_is_filtered': False, 'original_gene_symbols': 'NCOA7', 'feature_name': 'NCOA7', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7647, 'n_cells': 16829, 'highly_variable': True, 'means': 1.3720819222123661, 'dispersions': 2.5476608570870534, 'dispersions_norm': -0.10402754694223404},0.0120
{'feature_is_filtered': False, 'original_gene_symbols': 'PNISR', 'feature_name': 'PNISR', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 11292, 'n_cells': 18561, 'highly_variable': True, 'means': 1.1377381505062834, 'dispersions': 2.2033377031034536, 'dispersions_norm': -0.3415319323539734},0.0119
{'feature_is_filtered': False, 'original_gene_symbols': 'SYNE2', 'feature_name': 'SYNE2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 32359, 'n_cells': 17237, 'highly_variable': True, 'means': 1.3687524842933505, 'dispersions': 2.8825200165471023, 'dispersions_norm': 0.5551854968070984},0.0119
{'feature_is_filtered': False, 'original_gene_symbols': 'GLCCI1', 'feature_name': 'GLCCI1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6883, 'n_cells': 8559, 'highly_variable': True, 'means': 0.7532873150887649, 'dispersions': 2.4265787346396577, 'dispersions_norm': 0.4487214982509613},0.0119
{'feature_is_filtered': False, 'original_gene_symbols': 'KANK1;RP11-31F19.1', 'feature_name': 'KANK1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 25055, 'n_cells': 9386, 'highly_variable': True, 'means': 0.805515253574356, 'dispersions': 2.190375610311837, 'dispersions_norm': -0.05211082100868225},0.0118
{'feature_is_filtered': False, 'original_gene_symbols': 'MT-ATP8', 'feature_name': 'MT-ATP8', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 207, 'n_cells': 6676, 'highly_variable': True, 'means': 1.1714948562284864, 'dispersions': 3.5239706888537445, 'dispersions_norm': 2.3117408752441406},0.0118
{'feature_is_filtered': False, 'original_gene_symbols': 'BPIFA1', 'feature_name': 'BPIFA1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1081, 'n_cells': 4097, 'highly_variable': True, 'means': 2.216522669463781, 'dispersions': 5.521194507246951, 'dispersions_norm': 3.4179182052612305},0.0118
{'feature_is_filtered': False, 'original_gene_symbols': 'NDUFB1', 'feature_name': 'NDUFB1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2263, 'n_cells': 14862, 'highly_variable': True, 'means': 0.9957291567191207, 'dispersions': 2.1701371164647867, 'dispersions_norm': -0.40823495388031006},0.0118
{'feature_is_filtered': False, 'original_gene_symbols': 'MT-CYB', 'feature_name': 'MT-CYB', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1141, 'n_cells': 21125, 'highly_variable': True, 'means': 3.127214437970816, 'dispersions': 3.8991775214157323, 'dispersions_norm': -0.42358872294425964},0.0118
